,nums
284,0.36815548371502627
285,0.1731409908060435
286,0.5609312655261236
287,0.07254203208458176
288,0.4845833567119894
289,0.637651249167906
290,0.12690588615385046
291,0.5930359552823244
292,0.4184151008817161
293,0.5454509041328109
294,0.5059065378855571
295,0.7867940489903404
296,0.4482625869858039
297,0.5153889251323638
298,0.8532685550940086
299,0.9229982073610191
300,0.6442423620818726
301,0.8623145249017685
302,0.7172517687424524
303,0.6797919434742511
304,0.3505674380377193
305,0.23304139466478624
306,0.2381510505114649
307,0.6336896452152535
308,0.1127301046621958
309,0.3571576537205996
310,0.36224426115309316
311,0.5564359115037956
312,0.9844818229730392
313,0.9810216817182659
314,0.027423805397376877
315,0.21072570432196214
316,0.462267330773665
317,0.23395031567461055
318,0.012503459185699395
319,0.2639893862929411
320,0.9409769825574095
321,0.34252381063937554
322,0.3192971449561427
323,0.27626434948729894
324,0.6497301691928836
325,0.7603799316364477
326,0.5125695198405268
327,0.3790241410692282
328,0.5759909514116869
329,0.9656969433305574
330,0.15644664614904003
331,0.9593272159044687
332,0.1781809296406076
333,0.8657187604497281
334,0.7173928319750699
335,0.9876055116563666
336,0.06795602987339111
337,0.13876844148484668
338,0.05632918977898094
339,0.28950017033919395
340,0.6664093433433168
341,0.7815730245712199
342,0.7591647664899117
343,0.00952342193407818
344,0.8546119617856802
345,0.8372795803998262
346,0.19594715768131188
347,0.603694479744599
348,0.5923282129234578
349,0.20811538610021618
350,0.6803347209912809
351,0.416740918188816
352,0.5453854320463655
353,0.8980193241581481
354,0.38254436672731906
355,0.11378289336810565
356,0.09787565155861067
357,0.060555579249687574
358,0.5781110467041253
359,0.297034163540536
360,0.7335249646530925
361,0.16216084552620846
362,0.6771230378651489
363,0.06073942131445331
364,0.5088615323826342
365,0.5308550397123745
366,0.45331781289851925
367,0.6104106931667131
368,0.5985656422340255
369,0.9614895961200642
370,0.18848991784787716
371,0.13572460864029
372,0.6284304328901738
373,0.6155581654555079
374,0.568836591434147
375,0.32490013763018255
376,0.20504436142569848
377,0.9281290940101683
378,0.6100934331390324
379,0.5014693800277329
380,0.31533229660879203
381,0.7164428915369676
382,0.4927173236289848
383,0.9110700256787885
384,0.5786317208693882
385,0.17343356963292955
386,0.6329854364987089
387,0.06882111251910339
388,0.36574865886873764
389,0.5519626149225401
390,0.7022029227810281
391,0.860982130812669
392,0.6229693811404212
393,0.4516710762580276
394,0.20120639212961222
395,0.9972658111358471
396,0.18240534473493497
397,0.8385603813482473
398,0.4888131278306038
399,0.3530901723204911
400,0.946059739743819
401,0.8806658627045921
402,0.30258709308464804
403,0.27489829748027184
404,0.04398624987397637
405,0.07978206709787072
406,0.9876679912222408
407,0.6020201653137174
408,0.5001659976493507
409,0.9339192663095123
410,0.24575885210077753
411,0.029912401650132536
412,0.8895910558544547
413,0.12828471969616007
414,0.31836087340700836
415,0.731344557802174
416,0.8609585674212292
417,0.7247795237833707
418,0.23793630550219758
419,0.9060973505630825
420,0.4254722221396532
421,0.4620332808599307
422,0.19556763792297782
423,0.19654388992799943
424,0.22073042358302408
425,0.5536217344479183
426,0.4642820505784059
427,0.11140446704578955
428,0.45639409244309737
429,0.49842020062303916
430,0.9769184564657194
431,0.6079477537801241
432,0.5168950951029794
433,0.9621077869773424
434,0.8846088998327545
435,0.5235897985260977
436,0.42222840422109964
437,0.6558847209712519
438,0.6422529051033424
439,0.24087854067259007
440,0.35903379876011554
441,0.5668448989096254
442,0.6713800627244952
443,0.726203063466296
444,0.20437167698839287
445,0.8784665729355792
446,0.1033986539667856
447,0.054703825577365084
448,0.6383074557408384
449,0.020215873325940437
450,0.4186059912327875
451,0.16287261839743905
452,0.9653803461919074
453,0.04504563987928534
454,0.34877804190645234
455,0.916187260662849
456,0.4466187011800611
457,0.018751828555466532
458,0.5049796248706058
459,0.7545232594188286
460,0.4606131445379168
461,0.5253148278975718
462,0.03452449214234643
463,0.5056855232586686
464,0.4706896608860087
465,0.5140274345859849
466,0.7476661686014232
467,0.15944848896525587
468,0.6460561953012529
469,0.7461356172271758
470,0.1414684556047786
471,0.47459299792451193
472,0.7367644704232666
473,0.1021952379816603
474,0.6400199082060648
475,0.6553715246318482
476,0.23852119657745652
477,0.9766846084290886
478,0.5055789909202912
479,0.5112383099020694
480,0.05010095305179241
481,0.6061235373661227
482,0.6809664340160049
483,0.9487731631760673
484,0.4589831490002241
485,0.012670084834171869
486,0.7500874541838903
487,0.06948160546277737
488,0.8221385668419987
489,0.5525574248205385
490,0.08008141166880278
491,0.16983133109881698
492,0.961407593751758
493,0.6957729797170081
494,0.440371818195074
495,0.5019624596611076
496,0.3896512337767375
497,0.2521237888293981
498,0.9565755289969786
499,0.9872795374266125
500,0.16932820038725183
501,0.9872313114473136
502,0.6168678914400929
503,0.7792974991880718
504,0.20789470551168165
505,0.6706813780092715
506,0.597415916011842
507,0.034774701473669234
508,0.8829832374085065
509,0.18443987947792329
510,0.8301596398486983
511,0.3995578046336665
512,0.9171948978907397
513,0.3186887978978511
514,0.22543003198810974
515,0.7387202642793541
516,0.8492709624183442
517,0.5811415108749141
518,0.01770363565457289
519,0.5031322443745203
520,0.11098999387986752
521,0.48733555685466157
522,0.5591944222453675
523,0.5411341676801563
524,0.5056722425666056
525,0.4915327920549589
526,0.2238136826106193
527,0.2556461614631559
528,0.9215871809744156
529,0.2912575499207787
530,0.7411143195677514
531,0.7886452016740897
532,0.41286169480764434
533,0.7825731768298382
534,0.8596676058144039
535,0.44194177878380203
536,0.14304867517793274
537,0.2738252204659306
538,0.316438304323468
539,0.8634604881729425
540,0.15943299521214105
541,0.6360450515266466
542,0.2935943648628876
543,0.34638350568475595
544,0.04234808817620794
545,0.8570454027334843
546,0.7044564800379274
547,0.5649853125107613
548,0.758819191268344
549,0.8358451516683847
550,0.9181326898836033
551,0.6020596078314095
552,0.4589052053702287
553,0.7335678895118122
554,0.5616466700128444
555,0.842320792233319
556,0.7483013009545363
557,0.5157634332227111
558,0.159430930263867
559,0.09242716220094938
560,0.6540849633496647
561,0.8919480691988435
562,0.22607541123527208
563,0.21735263572044872
564,0.4680634276441009
565,0.7255974621894072
566,0.029371659315156506
567,0.4678948555066551
568,0.1697491960073082
569,0.24089428255105427
570,0.9220656637411242
571,0.7946294337497569
572,0.8599028009310239
573,0.7097797646220593
574,0.29423442555720314
575,0.7235925848050223
576,0.22186305647546833
577,0.46130321583505585
578,0.6250320742264642
579,0.36275354630488366
580,0.4325678221839274
581,0.609229071491576
582,0.9522855524122865
583,0.20316649319420033
584,0.5746016962883826
585,0.6868952272200056
586,0.9117838159698141
587,0.0484500159245248
588,0.5441327809851366
589,0.5334935285497814
590,0.9886813307541769
591,0.03084095394643016
592,0.9102120783867164
593,0.2676947620476402
594,0.2498051914240793
595,0.5713721481583718
596,0.5192956294003219
597,0.6980092716714467
598,0.688945375828538
599,0.7743136387897052
600,0.9938065800910294
601,0.8738843771346431
602,0.7992145076464953
603,0.921753722979439
604,0.6985888556247551
605,0.08692305461839978
606,0.5226612416377243
607,0.6474319521053454
608,0.08785841559855712
609,0.09855959232811173
610,0.32437782156425643
611,0.7773128167563745
612,0.9945432378060796
613,0.1263283242560428
614,0.8046764131776094
615,0.13713063228180644
616,0.07300867493144725
617,0.6455600544354555
618,0.8424691949351927
619,0.18769384796836308
620,0.000548202488642513
621,0.36056848737773706
622,0.32347981191912845
623,0.7902598214009967
624,0.3584047953734719
625,0.8674844579639013
626,0.956759522773825
627,0.48635057402350235
628,0.9427959786762405
629,0.23333594222832021
630,0.4838279699587379
631,0.5112745449249758
632,0.10976714350424965
633,0.900378627816054
634,0.33459816189145064
635,0.45899850451778323
636,0.7563396797308842
637,0.04004722876832023
638,0.6005301311770769
639,0.43693325354652124
640,0.5541836904664683
641,0.5892835965295183
642,0.7459484334366313
643,0.05981059802022781
644,0.7307108556991481
645,0.7026558439544387
646,0.2522005058770955
647,0.604601557104378
648,0.7388568757823021
649,0.9647944971675906
650,0.5917787784101062
651,0.46100052927289525
652,0.2534431175318551
653,0.3639733889277129
654,0.7987194638620776
655,0.744638108237007
656,0.04166527431538869
657,0.7296111099857647
658,0.09607055164297407
659,0.6605652631655435
660,0.12625838136452983
661,0.2179135225747545
662,0.04755193571109784
663,0.1054677721034728
664,0.9453027908642352
665,0.7670238935542583
666,0.8603290000661179
667,0.6592597230465966
668,0.3082108826836739
669,0.21948303239170175
670,0.31597637332796624
671,0.2518725581967045
672,0.6528178050161191
673,0.2530565413760578
674,0.3787350511574499
675,0.3127737250657887
676,0.26279033800149065
677,0.5466362630041702
678,0.7354306033175477
679,0.6025117548529728
680,0.17977283835552837
681,0.2775788101248331
682,0.14088827897328215
683,0.07996319653538364
684,0.7990931580989183
685,0.8692607521661438
686,0.04900310030027899
687,0.6522266343355514
688,0.13460509626858885
689,0.3525977205817671
690,0.5473097468632167
691,0.17712637179455826
692,0.18105149577409674
693,0.9758541841089035
694,0.868732399195135
695,0.3098912540394473
696,0.4594438033365199
697,0.41138857885367586
698,0.555873729823441
699,0.161735932797352
700,0.5260186597473453
701,0.22358947004709628
702,0.9316393615062756
703,0.8741539621069347
704,0.3296206467255195
705,0.4941950300236375
706,0.35498858833479274
707,0.8160445774305094
708,0.27829896705020274
709,0.6834190475159406
710,0.5243946731113416
711,0.5530579583495214
712,0.24872053686188955
713,0.183930501895596
714,0.5734126897838988
715,0.48278757813011763
716,0.6906248726532109
717,0.7037517987292189
718,0.1997077917418768
719,0.5145091789700567
720,0.7521884710316178
721,0.7351692112713573
722,0.02434661734042587
723,0.06876319335254633
724,0.9394999566655601
725,0.8165432958718463
726,0.16064348986517263
727,0.8705950952718914
728,0.32806374397190163
729,0.5961216744169181
730,0.6360259302621376
731,0.1311048553014975
732,0.777011553042365
733,0.5869163455073891
734,0.6095010869297386
735,0.5004013505345964
736,0.4759989209362181
737,0.2210407086974402
738,0.7201756896304654
739,0.3569773491716025
740,0.3528270073041343
741,0.730143602816838
742,0.7026260764247475
743,0.46238417284951416
744,0.03472336270521925
745,0.2836515440028011
746,0.9924609112268726
747,0.013060911978246437
748,0.03806536616797529
749,0.2641531289616599
750,0.055186974584407245
751,0.8118730763301358
752,0.9846178965057002
753,0.8608598025661224
754,0.26950819816055405
755,0.2997107067893048
756,0.5070940742420348
757,0.8111511276785353
758,0.9861275479319205
759,0.5036783734649112
760,0.16838876245150158
761,0.0925105110055523
762,0.6907836455052819
763,0.8718126005807983
764,0.093244875699945
765,0.27773287799532875
766,0.1262517809572582
767,0.594229869436967
768,0.5549402719463836
769,0.3922917231929556
770,0.8924007158191668
771,0.6200838698517601
772,0.743892789251292
773,0.38612568125189006
774,0.8607844564345694
775,0.8198317521387308
776,0.799101105232348
777,0.8527557370426493
778,0.6031288724373145
779,0.6437236456978404
780,0.6646687144619582
781,0.4591420083333021
782,0.6237077236780606
783,0.7081305063522852
784,0.25783956082723913
785,0.26465655753701933
786,0.13911747671699493
787,0.42306441491209457
788,0.8513712670910368
789,0.49857057873275157
790,0.27606437689113905
791,0.4007560128761555
792,0.6132821967712465
793,0.918751164466578
794,0.06967778639935185
795,0.9744273269254027
796,0.04229059091829657
797,0.9552907872603968
798,0.26310536612134694
799,0.02869193004147841
800,0.41407513705059507
801,0.5364619074527431
802,0.16732934932915677
803,0.01333324036119532
804,0.32334303434226175
805,0.2451774104079245
806,0.20159887449140979
807,0.29717771936189286
808,0.8324303220669956
809,0.9652286876554722
810,0.11018969916373644
811,0.1254721290425369
812,0.8236596039366003
813,0.9948859568459404
814,0.0979735246732395
815,0.30318142783222823
816,0.6681554077183952
817,0.8205006975463635
818,0.6945534527593422
819,0.5706092010315114
820,0.8495588595536921
821,0.05670190140519671
822,0.547304835865034
823,0.5453084673458484
824,0.008456419727142506
825,0.14369083596148613
826,0.8103776028423714
827,0.8015718381819776
828,0.6252334702200484
829,0.1668851772980391
830,0.48604513747719214
831,0.8226269801887338
832,0.8434572961833569
833,0.9575373833612096
834,0.25576583357920135
835,0.8062164881598919
836,0.17092122086248196
837,0.766467197478071
838,0.9858281180582849
839,0.7742784063827834
840,0.31177971611620037
841,0.6713765075488555
842,0.9090336711082981
843,0.679974843070058
844,0.5442974235557931
845,0.896271403303868
846,0.5539431109427112
847,0.9152229608662862
848,0.9782831489016556
849,0.6499960135738996
850,0.2461344144366151
851,0.4935613682517468
852,0.9619880395850527
853,0.9213990838080134
854,0.050215427260913326
855,0.5930836201320776
856,0.7921970800794098
857,0.5423401638092288
858,0.19263362315756205
859,0.16258097347262224
860,0.43151645049957543
861,0.7310073928878131
862,0.6989492538709721
863,0.44783775614234567
864,0.7933790606376391
865,0.9983927574449177
866,0.21683986740932037
867,0.7227791607325246
868,0.1454757356136943
869,0.9142993913083349
870,0.5201407269290393
871,0.5221259641576089
872,0.3156916326402387
873,0.24201092804067348
874,0.44310853391795146
875,0.30613321076367783
876,0.4074658607846564
877,0.7786981286457225
878,0.0678455407872427
879,0.8929926039291308
880,0.7695071494762095
881,0.8991988772585084
882,0.8393576621018843
883,0.22365989161515343
884,0.40187232085626645
885,0.3960155686189184
886,0.7063030709051902
887,0.41327506755537247
888,0.2354394939690886
889,0.38827720408451116
890,0.9466785362854918
891,9.452410734989147e-05
892,0.9465035739746905
893,0.4165860767038845
894,0.12897628750707668
895,0.7756051300891893
896,0.6029580004587957
897,0.22826082682905668
898,0.4413222263305626
899,0.8352130695140487
900,0.1802125490674361
901,0.05267280563419374
902,0.05502750392522349
903,0.3959800104537423
904,0.339505796941611
905,0.18122954796529867
906,0.023338796246927807
907,0.88550797439228
908,0.7341268864306275
909,0.24174655661129418
910,0.14299679430387224
911,0.81375843549814
912,0.2105662663001655
913,0.07965273951742846
914,0.0043372337853614384
915,0.6205064844884517
916,0.5324602087040282
917,0.8203493373103439
918,0.3055761810453771
919,0.4021032709144077
920,0.564608605321385
921,0.3314382834682976
922,0.5106867904535406
923,0.12599954510334843
924,0.5719695978640191
925,0.35588677090870413
926,0.4576704459229428
927,0.4435032046097144
928,0.8658657298727114
929,0.9102435467513089
930,0.844150716321557
931,0.8833965435975317
932,0.7851758388829311
933,0.4332657038443686
934,0.8749956521756579
935,0.5894464933778426
936,0.06223985187179415
937,0.6802238100592416
938,0.7805347819653313
939,0.6378479217368329
940,0.6001580553507146
941,0.8395906921948103
942,0.17721251637817093
943,0.8561386095691721
944,0.6204983803672116
945,0.6234194605364193
946,0.945271327118605
947,0.5017597879701103
948,0.04133092110861314
949,0.6320933120630213
950,0.9929835647560227
951,0.49411653918065745
952,0.3871212876963398
953,0.9854687556699184
954,0.013494579861958567
955,0.9749304879670644
956,0.4444150888951486
957,0.13489785283557787
958,0.2111624073973476
959,0.1780960013491094
960,0.24085318025840807
961,0.09062362316841088
962,0.3757478282011699
963,0.2837356405477729
964,0.3455787399734811
965,0.6849572578931665
966,0.5591119807419083
967,0.47439092254401527
968,0.15826790178060934
969,0.3785372838627543
970,0.9539499764628544
971,0.041599949180789464
972,0.6841291314195638
973,0.3806513304416381
974,0.44212468996297505
975,0.5176706028744
976,0.09692960652450189
977,0.35394927013593624
978,0.7883612186501475
979,0.9687143901760739
980,0.48702364707017043
981,0.5839087239663269
982,0.333675553049699
983,0.7865398131794689
984,0.07568688943977497
985,0.29741836070022976
986,0.6423516774164421
987,0.4725019829106307
988,0.3316511869189428
989,0.8539891577956646
990,0.9602202075702175
991,0.7117457503381465
992,0.4207581053200884
993,0.08218367206404842
994,0.670506581436475
995,0.7661042427212092
996,0.8537715630380817
997,0.048026120839432807
998,0.06309246888550324
999,0.3750347280051829
1000,0.8345280414493189
1001,0.6413131994098649
1002,0.5113778089144099
1003,0.12658255076693858
1004,0.6343011737191062
1005,0.49754920898207855
1006,0.8575242035883864
1007,0.43713898746276136
1008,0.9018079330953912
1009,0.9218375871746164
1010,0.8283012033081499
1011,0.7292904662457895
1012,0.4858296556384425
1013,0.16592441845408357
1014,0.16361129825208542
1015,0.49887051581990904
1016,0.6240044680286486
1017,0.7193164620640999
1018,0.39415862377847366
1019,0.24491827675567523
1020,0.3109947310937601
1021,0.7283575767073317
1022,0.2917936627207206
1023,0.7491191256033408
1024,0.5314025750283752
1025,0.13029121186402892
1026,0.18425306473890446
1027,0.43672801380288817
1028,0.2124832631878022
1029,0.6283846101242375
1030,0.506035591569264
1031,0.9532141129671331
1032,0.3056330552647548
1033,0.3040236359327848
1034,0.7854063107420378
1035,0.23680175458871255
1036,0.9842895600211871
1037,0.6787038111501141
1038,0.48511387372727743
1039,0.3162578158017949
1040,0.5892227416642115
1041,0.7121793110087791
1042,0.3127779514276612
1043,0.515218145684229
1044,0.8053777180594912
1045,0.5465275063069917
1046,0.9024284949207254
1047,0.793519793587032
1048,0.2717911154546092
1049,0.8037336948764475
1050,0.9934238055513429
1051,0.1700247070482782
1052,0.49562023842367653
1053,0.26262005592128035
1054,0.24397264785659656
1055,0.17767556831966302
1056,0.44947105839540025
1057,0.2711460694782978
1058,0.335810461885075
1059,0.06284672527203838
1060,0.3712520579327573
1061,0.7779202960514461
1062,0.6644852941402012
1063,0.39682531674180765
1064,0.5306437398090297
1065,0.5420434569154241
1066,0.32726861181916944
1067,0.6889421348685154
1068,0.7281202162629552
1069,0.6880257892835512
1070,0.45123926806432735
1071,0.9917764005795416
1072,0.4947180444855067
1073,0.5074319113491553
1074,0.846566112896538
1075,0.047911970260605896
1076,0.8505420711934887
1077,0.23898780880865633
1078,0.3740624799083607
1079,0.15414593130946752
1080,0.24045694674688078
1081,0.3568072115184818
1082,0.37026467448320644
1083,0.7056859401303365
1084,0.7629243429703689
1085,0.8171492512687313
1086,0.7594565846330226
1087,0.8590647681259137
1088,0.6704577334997561
1089,0.14448505098627218
1090,0.5658793438007478
1091,0.33430322522064015
1092,0.4845957522435361
1093,0.12820860146416946
1094,0.05313915037659578
1095,0.05939226368969741
1096,0.2791557247975095
1097,0.8817401980481063
1098,0.8052522126089804
1099,0.1525727526501267
1100,0.8492097416311999
1101,0.05605983919589186
1102,0.4115758797148903
1103,0.032755765063609665
1104,0.10472927733287063
1105,0.5583729711235791
1106,0.8456970940339452
1107,0.899021414291897
1108,0.6215931731572624
1109,0.38354361493189515
1110,0.21385486309006296
1111,0.020525352160872146
1112,0.07047699484438397
1113,0.3530869067716732
1114,0.07727672854979906
1115,0.6534043545738486
1116,0.15520086368144825
1117,0.6585137546167151
1118,0.4275784290016621
1119,0.5517741482554299
1120,0.6311460691004566
1121,0.934596364418318
1122,0.48216058108931104
1123,0.5819166898467699
1124,0.6829095447410523
1125,0.14887212072401101
1126,0.7151340281402354
1127,0.3796007738464868
1128,0.9636290422804046
1129,0.4572681529108763
1130,0.90135853706977
1131,0.2792744405345714
1132,0.6152106034594854
1133,0.17739258341456743
1134,0.7844490946852763
1135,0.5138227620057693
1136,0.7595790810015131
1137,0.30065931990712147
1138,0.03845148009816335
1139,0.997530056064732
1140,0.0068739753446530605
1141,0.10062673549764334
1142,0.8651888702788645
1143,0.9525526707573199
1144,0.4868509850263597
1145,0.8031083827256713
1146,0.9980800229780017
1147,0.6864296370142469
1148,0.09516438883037437
1149,0.934436698219745
1150,0.07630227838197767
1151,0.037698866170778667
1152,0.285557896088787
1153,0.0957642382810775
1154,0.8490895362975458
1155,0.7135182006320622
1156,0.8166893824289823
1157,0.17570462506757545
1158,0.17627310467506885
1159,0.9826727469047233
1160,0.5358757837710568
1161,0.9638707725275759
1162,0.43904819987661614
1163,0.535613699873201
1164,0.6814320785615913
1165,0.40064256684040456
1166,0.5251159259773388
1167,0.7246689924878895
1168,0.13330998616723932
1169,0.7147966181688388
1170,0.949127663046801
1171,0.16441942586698477
1172,0.2243872701462949
1173,0.2878851576722704
1174,0.007595950131345508
1175,0.7570905462163479
1176,0.661046778601007
1177,0.5749425970019667
1178,0.8680306165334176
1179,0.37103790747982146
1180,0.2699478094014681
1181,0.2415922314396317
1182,0.6799355713343489
1183,0.5939305710433995
1184,0.3526573196420718
1185,0.7565921085202589
1186,0.40920609739297575
1187,0.7173525846965998
1188,0.018603917634642864
1189,0.7034275770887825
1190,0.6684366067930843
1191,0.6567657602211886
1192,0.0678059063078631
1193,0.17216205274965268
1194,0.5098712389459856
1195,0.3182222945955241
1196,0.8178206848139103
1197,0.8619786961565947
1198,0.03648149586047522
1199,0.7774597938025181
1200,0.4570496958727208
1201,0.24134171140792926
1202,0.18256641111855354
1203,0.2562842538729422
1204,0.30465235001718516
1205,0.9409131296841299
1206,0.9768069806526704
1207,0.4771158508071818
1208,0.49647108535707785
1209,0.21217572670953078
1210,0.17470690588079418
1211,0.8810473220781415
1212,0.2751579556302103
1213,0.07046239411348487
1214,0.5374419344372882
1215,0.42446807545486154
1216,0.5766939861761364
1217,0.3784683580266941
1218,0.5832659676257193
1219,0.1499119057867878
1220,0.9465709999865937
1221,0.21555515793131763
1222,0.35320439621355804
1223,0.6744353534921977
1224,0.09111155834957618
1225,0.9995062968223395
1226,0.9022011397416776
1227,0.8923420857349103
1228,0.7885077908918395
1229,0.1368684169054628
1230,0.9292224133275038
1231,0.22205465257478618
1232,0.760872105648038
1233,0.3197038863146502
1234,0.5296832163702702
1235,0.266324174986168
1236,0.7083398317201433
1237,0.8093964354267157
1238,0.5338320558518878
1239,0.46779451770466174
1240,0.8821322194675482
1241,0.2123443532777458
1242,0.15169297645665203
1243,0.4969904348573483
1244,0.39040568398949005
1245,0.3602940887961237
1246,0.7076090886569476
1247,0.6214027038344967
1248,0.3016450805387654
1249,0.9175728306161292
1250,0.42411719018774174
1251,0.10981019175816353
1252,0.6538818763251729
1253,0.6111541513938386
1254,0.7481182667631538
